shipment_id,order_id,warehouse_city,delivery_city,shipping_method,dispatch_date,expected_delivery_date,actual_delivery_date,delivery_days,delivery_status,delayed_flag
SHIP1007564,ORD1008468,Chennai,Coimbatore,Standard,2025-11-30,2025-12-04,2025-12-04,4.0,Delivered,0
SHIP1007565,ORD1008469,Delhi-NCR (Gurugram),Gurugram,Express,2024-05-13,2024-05-15,2024-05-15,2.0,Delivered then Returned,0
SHIP1007566,ORD1008470,Ahmedabad,Jodhpur,Next-Day,2024-10-13,2024-10-15,2024-10-15,2.0,Delivered,0
SHIP1007567,ORD1008472,Delhi-NCR (Gurugram),Gurugram,Standard,2024-06-07,2024-06-11,2024-06-12,5.0,Delivered,1
SHIP1007568,ORD1008473,Ahmedabad,Jaipur,Standard,2025-05-03,2025-05-07,2025-05-07,4.0,Delivered,0
SHIP1007569,ORD1008474,Ahmedabad,Ahmedabad,Economy/Surface,2024-12-10,2024-12-18,2024-12-15,5.0,Delivered,0
SHIP1007570,ORD1008475,Mumbai,Mumbai,Standard,2025-08-03,2025-08-07,2025-08-07,4.0,Delivered,0
SHIP1007571,ORD1008476,Kolkata,Howrah,Express,2024-11-22,2024-11-24,2024-11-25,3.0,Delivered,1
SHIP1007572,ORD1008477,Bengaluru,Mysuru,Standard,2025-11-22,2025-11-26,2025-11-28,6.0,Delivered then Returned,1
SHIP1007573,ORD1008478,Mumbai,Nagpur,Standard,2024-10-27,2024-10-31,2024-11-02,6.0,Delivered,1
SHIP1007574,ORD1008479,Bengaluru,Mysuru,Express,2025-12-05,2025-12-07,2025-12-07,2.0,Delivered,0
SHIP1007575,ORD1008480,Chennai,Kochi,Economy/Surface,2025-01-01,2025-01-09,2025-01-07,6.0,Delivered,0
SHIP1007576,ORD1008481,Chennai,Thiruvananthapuram,Standard,2025-05-06,2025-05-10,2025-05-10,4.0,Delivered,0
SHIP1007577,ORD1008483,Mumbai,Indore,Economy/Surface,2025-12-03,2025-12-11,2025-12-10,7.0,Delivered,0
SHIP1007578,ORD1008484,Mumbai,Nagpur,Economy/Surface,2023-07-05,2023-07-13,2023-07-15,10.0,Delivered,1
SHIP1007579,ORD1008485,Kolkata,Howrah,Standard,2024-01-05,2024-01-09,2024-01-09,4.0,Delivered,0
SHIP1007580,ORD1008487,Kolkata,Patna,Standard,2024-10-12,2024-10-16,2024-10-15,3.0,Delivered,0
SHIP1007581,ORD1008488,Ahmedabad,Surat,Express,2023-02-15,2023-02-17,2023-02-17,2.0,Delivered then Returned,0
SHIP1007582,ORD1008490,Delhi-NCR (Gurugram),Amritsar,Standard,2023-12-08,2023-12-12,2023-12-11,3.0,Delivered,0
SHIP1007583,ORD1008491,Mumbai,Indore,Next-Day,2025-10-16,2025-10-18,2025-10-17,1.0,Delivered,0
SHIP1007584,ORD1008492,Delhi-NCR (Gurugram),Lucknow,Express,2024-12-08,2024-12-10,2024-12-09,1.0,Delivered,0
SHIP1007585,ORD1008493,Delhi-NCR (Gurugram),Ludhiana,Same-Day,2025-11-24,2025-11-24,2025-11-26,2.0,Delivered,1
SHIP1007586,ORD1008494,Bengaluru,Bengaluru,Standard,2025-04-15,2025-04-19,2025-04-19,4.0,Delivered then Returned,0
SHIP1007587,ORD1008495,Hyderabad,Warangal,Economy/Surface,2024-06-03,2024-06-11,2024-06-11,8.0,Delivered then Returned,0
SHIP1007588,ORD1008497,Mumbai,Pune,Next-Day,2023-05-01,2023-05-03,2023-05-02,1.0,Delivered,0
SHIP1007589,ORD1008498,Chennai,Coimbatore,Standard,2024-06-02,2024-06-06,2024-06-06,4.0,Delivered,0
SHIP1007590,ORD1008499,Chennai,Coimbatore,Standard,2023-07-25,2023-07-29,2023-07-31,6.0,Delivered then Returned,1
SHIP1007591,ORD1008500,Kolkata,Howrah,Standard,2025-01-16,2025-01-20,2025-01-20,4.0,Delivered,0
SHIP1007592,ORD1008501,Delhi-NCR (Gurugram),New Delhi,Standard,2025-12-10,2025-12-14,2025-12-16,6.0,Delivered,1
SHIP1007593,ORD1008502,Mumbai,Mumbai,Standard,2024-09-30,2024-10-04,2024-10-06,6.0,Delivered,1
SHIP1007594,ORD1008503,Delhi-NCR (Gurugram),Faridabad,Next-Day,2023-07-01,2023-07-03,2023-07-04,3.0,Delivered,1
SHIP1007595,ORD1008504,Delhi-NCR (Gurugram),Lucknow,Standard,2024-10-23,2024-10-27,2024-10-27,4.0,Delivered,0
SHIP1007596,ORD1008505,Chennai,Coimbatore,Same-Day,2025-12-19,2025-12-19,2025-12-20,1.0,Delivered,1
SHIP1007597,ORD1008506,Hyderabad,Hyderabad,Standard,2025-11-04,2025-11-08,2025-11-10,6.0,Delivered,1
SHIP1007598,ORD1008507,Mumbai,Pune,Next-Day,2025-09-17,2025-09-19,2025-09-19,2.0,Delivered,0
SHIP1007599,ORD1008508,Delhi-NCR (Gurugram),Noida,Standard,2025-06-24,2025-06-28,2025-06-30,6.0,Delivered,1
SHIP1007600,ORD1008509,Delhi-NCR (Gurugram),Faridabad,Standard,2023-03-01,2023-03-05,2023-03-07,6.0,Delivered,1
SHIP1007601,ORD1008511,Chennai,Kochi,Standard,2024-03-18,2024-03-22,2024-03-24,6.0,Delivered,1
SHIP1007602,ORD1008512,Delhi-NCR (Gurugram),Amritsar,Standard,2024-02-11,2024-02-15,2024-02-19,8.0,Delivered then Returned,1
SHIP1007603,ORD1008513,Chennai,Chennai,Express,2023-07-08,2023-07-10,2023-07-10,2.0,Delivered,0
SHIP1007604,ORD1008514,Chennai,Kochi,Standard,2025-06-25,2025-06-29,2025-07-01,6.0,Delivered,1
SHIP1007605,ORD1008515,Ahmedabad,Jodhpur,Standard,2025-10-28,2025-11-01,2025-11-03,6.0,Delivered,1
SHIP1007606,ORD1008516,Delhi-NCR (Gurugram),New Delhi,Standard,2025-07-26,2025-07-30,2025-07-29,3.0,Delivered,0
SHIP1007607,ORD1008517,Delhi-NCR (Gurugram),Kanpur,Standard,2025-12-22,2025-12-26,2025-12-28,6.0,Delivered then Returned,1
SHIP1007608,ORD1008519,Bengaluru,Mysuru,Standard,2024-12-13,2024-12-17,2024-12-17,4.0,Delivered,0
SHIP1007609,ORD1008520,Delhi-NCR (Gurugram),Lucknow,Standard,2025-12-19,2025-12-23,2025-12-23,4.0,Delivered,0
SHIP1007610,ORD1008521,Mumbai,Pune,Economy/Surface,2024-08-25,2024-09-02,2024-09-06,12.0,Delivered,1
SHIP1007611,ORD1008522,Ahmedabad,Vadodara,Express,2024-11-04,2024-11-06,2024-11-09,5.0,Delivered,1
SHIP1007612,ORD1008523,Chennai,Chennai,Standard,2025-04-10,2025-04-14,2025-04-15,5.0,Delivered,1
SHIP1007613,ORD1008524,Hyderabad,Visakhapatnam,Economy/Surface,2025-08-05,2025-08-13,2025-08-10,5.0,Delivered,0
SHIP1007614,ORD1008525,Mumbai,Nagpur,Standard,2025-12-23,2025-12-27,2025-12-29,6.0,Delivered,1
SHIP1007615,ORD1008526,Ahmedabad,Jaipur,Standard,2025-10-01,2025-10-05,2025-10-06,5.0,Delivered,1
SHIP1007616,ORD1008527,Delhi-NCR (Gurugram),New Delhi,Express,2025-11-26,2025-11-28,2025-11-29,3.0,Delivered,1
SHIP1007617,ORD1008528,Chennai,Kochi,Express,2025-11-22,2025-11-24,2025-11-25,3.0,Delivered,1
SHIP1007618,ORD1008529,Delhi-NCR (Gurugram),Kanpur,Standard,2023-10-27,2023-10-31,2023-11-02,6.0,Delivered,1
SHIP1007619,ORD1008530,Chennai,Chennai,Standard,2025-11-01,2025-11-05,2025-11-08,7.0,Delivered,1
SHIP1007620,ORD1008531,Ahmedabad,Jodhpur,Express,2024-03-12,2024-03-14,2024-03-13,1.0,Delivered then Returned,0
SHIP1007621,ORD1008532,Mumbai,Mumbai,Express,2025-04-11,2025-04-13,2025-04-12,1.0,Delivered,0
SHIP1007622,ORD1008533,Delhi-NCR (Gurugram),Faridabad,Standard,2024-04-08,2024-04-12,2024-04-11,3.0,Delivered then Returned,0
SHIP1007623,ORD1008534,Hyderabad,Vijayawada,Standard,2023-12-31,2024-01-04,2024-01-05,5.0,Delivered,1
SHIP1007624,ORD1008535,Bengaluru,Bengaluru,Next-Day,2025-08-22,2025-08-24,2025-08-23,1.0,Delivered,0
SHIP1007625,ORD1008536,Mumbai,Pune,Standard,2023-03-29,2023-04-02,2023-04-04,6.0,Delivered,1
SHIP1007626,ORD1008537,Delhi-NCR (Gurugram),Faridabad,Standard,2023-02-27,2023-03-03,2023-03-03,4.0,Delivered then Returned,0
SHIP1007627,ORD1008538,Chennai,Chennai,Standard,2024-02-24,2024-02-28,2024-02-29,5.0,Delivered,1
SHIP1007628,ORD1008539,Chennai,Chennai,Standard,2024-12-14,2024-12-18,,,Cancelled in Transit,0
SHIP1007629,ORD1008540,Chennai,Thiruvananthapuram,Economy/Surface,2025-03-08,2025-03-16,2025-03-17,9.0,Delivered,1
SHIP1007630,ORD1008542,Mumbai,Mumbai,Express,2025-10-24,2025-10-26,2025-10-25,1.0,Delivered,0
SHIP1007631,ORD1008543,Delhi-NCR (Gurugram),Ludhiana,Express,2024-03-01,2024-03-03,2024-03-02,1.0,Delivered,0
SHIP1007632,ORD1008544,Delhi-NCR (Gurugram),Ludhiana,Express,2024-12-14,2024-12-16,2024-12-15,1.0,Delivered,0
SHIP1007633,ORD1008546,Ahmedabad,Surat,Standard,2023-06-19,2023-06-23,2023-06-25,6.0,Delivered,1
SHIP1007634,ORD1008547,Chennai,Coimbatore,Economy/Surface,2025-12-16,2025-12-24,2025-12-23,7.0,Delivered then Returned,0
SHIP1007635,ORD1008548,Mumbai,Pune,Express,2025-08-24,2025-08-26,2025-08-27,3.0,Delivered,1
SHIP1007636,ORD1008549,Kolkata,Howrah,Express,2025-08-13,2025-08-15,2025-08-15,2.0,Delivered,0
SHIP1007637,ORD1008550,Ahmedabad,Jaipur,Same-Day,2023-08-30,2023-08-30,2023-08-31,1.0,Delivered,1
SHIP1007638,ORD1008551,Delhi-NCR (Gurugram),Amritsar,Economy/Surface,2023-03-08,2023-03-16,2023-03-16,8.0,Delivered,0
SHIP1007639,ORD1008552,Ahmedabad,Vadodara,Standard,2024-04-28,2024-05-02,2024-05-02,4.0,Delivered,0
SHIP1007640,ORD1008553,Hyderabad,Warangal,Standard,2024-03-08,2024-03-12,2024-03-13,5.0,Delivered,1
SHIP1007641,ORD1008554,Delhi-NCR (Gurugram),Faridabad,Express,2025-10-30,2025-11-01,2025-10-31,1.0,Delivered,0
SHIP1007642,ORD1008555,Delhi-NCR (Gurugram),New Delhi,Express,2023-12-10,2023-12-12,2023-12-11,1.0,Delivered,0
SHIP1007643,ORD1008556,Mumbai,Mumbai,Express,2025-01-31,2025-02-02,2025-02-01,1.0,Delivered then Returned,0
SHIP1007644,ORD1008557,Delhi-NCR (Gurugram),Kanpur,Standard,2025-10-06,2025-10-10,2025-10-10,4.0,Delivered,0
SHIP1007645,ORD1008558,Delhi-NCR (Gurugram),New Delhi,Express,2024-11-27,2024-11-29,2024-11-30,3.0,Delivered,1
SHIP1007646,ORD1008559,Mumbai,Indore,Same-Day,2025-11-02,2025-11-02,2025-11-02,0.0,Delivered,0
SHIP1007647,ORD1008560,Delhi-NCR (Gurugram),Amritsar,Economy/Surface,2023-10-30,2023-11-07,2023-11-06,7.0,Delivered,0
SHIP1007648,ORD1008561,Mumbai,Nagpur,Same-Day,2023-06-09,2023-06-09,2023-06-09,0.0,Delivered,0
SHIP1007649,ORD1008562,Ahmedabad,Ahmedabad,Standard,2024-12-31,2025-01-04,2025-01-06,6.0,Delivered,1
SHIP1007650,ORD1008563,Chennai,Thiruvananthapuram,Standard,2025-07-19,2025-07-23,2025-07-24,5.0,Delivered,1
SHIP1007651,ORD1008564,Delhi-NCR (Gurugram),New Delhi,Next-Day,2023-03-19,2023-03-21,2023-03-20,1.0,Delivered,0
SHIP1007652,ORD1008565,Mumbai,Indore,Standard,2025-02-14,2025-02-18,2025-02-19,5.0,Delivered,1
SHIP1007653,ORD1008566,Mumbai,Pune,Economy/Surface,2023-11-08,2023-11-16,2023-11-17,9.0,Delivered,1
SHIP1007654,ORD1008567,Ahmedabad,Ahmedabad,Economy/Surface,2023-03-15,2023-03-23,2023-03-24,9.0,Delivered,1
SHIP1007655,ORD1008568,Delhi-NCR (Gurugram),Amritsar,Standard,2025-05-03,2025-05-07,2025-05-08,5.0,Delivered,1
SHIP1007656,ORD1008569,Chennai,Kochi,Economy/Surface,2023-06-11,2023-06-19,2023-06-17,6.0,Delivered,0
SHIP1007657,ORD1008570,Kolkata,Kolkata,Standard,2024-09-20,2024-09-24,2024-09-23,3.0,Delivered,0
SHIP1007658,ORD1008571,Ahmedabad,Ahmedabad,Express,2024-07-02,2024-07-04,2024-07-04,2.0,Delivered,0
SHIP1007659,ORD1008572,Delhi-NCR (Gurugram),Ludhiana,Standard,2024-07-11,2024-07-15,2024-07-15,4.0,Delivered,0
SHIP1007660,ORD1008573,Delhi-NCR (Gurugram),Lucknow,Economy/Surface,2024-11-12,2024-11-20,2024-11-22,10.0,Delivered,1
SHIP1007661,ORD1008574,Chennai,Chennai,Standard,2023-07-24,2023-07-28,2023-07-29,5.0,Delivered,1
SHIP1007662,ORD1008575,Delhi-NCR (Gurugram),New Delhi,Economy/Surface,2024-08-02,2024-08-10,2024-08-10,8.0,Delivered,0
SHIP1007663,ORD1008576,Delhi-NCR (Gurugram),Lucknow,Standard,2025-03-23,2025-03-27,2025-03-30,7.0,Delivered,1
SHIP1007664,ORD1008577,Hyderabad,Warangal,Standard,2023-04-10,2023-04-14,2023-04-18,8.0,Delivered,1
SHIP1007665,ORD1008578,Delhi-NCR (Gurugram),Amritsar,Standard,2025-04-24,2025-04-28,2025-04-29,5.0,Delivered,1
SHIP1007666,ORD1008579,Chennai,Coimbatore,Standard,2025-10-17,2025-10-21,2025-10-23,6.0,Delivered,1
SHIP1007667,ORD1008580,Hyderabad,Vijayawada,Standard,2024-12-29,2025-01-02,2025-01-04,6.0,Delivered,1
SHIP1007668,ORD1008581,Delhi-NCR (Gurugram),Noida,Next-Day,2023-09-23,2023-09-25,2023-09-25,2.0,Delivered,0
SHIP1007669,ORD1008582,Ahmedabad,Vadodara,Express,2025-06-12,2025-06-14,2025-06-13,1.0,Delivered,0
SHIP1007670,ORD1008583,Delhi-NCR (Gurugram),Gurugram,Standard,2023-07-06,2023-07-10,2023-07-12,6.0,Delivered,1
SHIP1007671,ORD1008584,Mumbai,Pune,Economy/Surface,2025-11-01,2025-11-09,2025-11-06,5.0,Delivered,0
SHIP1007672,ORD1008585,Mumbai,Mumbai,Standard,2025-10-27,2025-10-31,2025-10-31,4.0,Delivered,0
SHIP1007673,ORD1008587,Hyderabad,Hyderabad,Standard,2023-08-04,2023-08-08,2023-08-07,3.0,Delivered,0
SHIP1007674,ORD1008588,Delhi-NCR (Gurugram),New Delhi,Standard,2023-10-15,2023-10-19,2023-10-20,5.0,Delivered,1
SHIP1007675,ORD1008589,Hyderabad,Vijayawada,Express,2023-11-12,2023-11-14,2023-11-15,3.0,Delivered,1
SHIP1007676,ORD1008590,Ahmedabad,Ahmedabad,Economy/Surface,2024-12-25,2025-01-02,2024-12-30,5.0,Delivered,0
SHIP1007677,ORD1008591,Delhi-NCR (Gurugram),Kanpur,Next-Day,2024-11-25,2024-11-27,2024-11-26,1.0,Delivered,0
SHIP1007678,ORD1008592,Chennai,Coimbatore,Standard,2023-11-13,2023-11-17,2023-11-16,3.0,Delivered,0
SHIP1007679,ORD1008593,Mumbai,Pune,Standard,2025-10-10,2025-10-14,2025-10-13,3.0,Delivered,0
SHIP1007680,ORD1008594,Kolkata,Howrah,Standard,2024-01-03,2024-01-07,2024-01-06,3.0,Delivered,0
SHIP1007681,ORD1008595,Chennai,Chennai,Economy/Surface,2023-08-27,2023-09-04,2023-09-10,14.0,Delivered,1
SHIP1007682,ORD1008596,Ahmedabad,Vadodara,Economy/Surface,2023-05-11,2023-05-19,2023-05-20,9.0,Delivered,1
SHIP1007683,ORD1008598,Delhi-NCR (Gurugram),Kanpur,Standard,2024-12-10,2024-12-14,2024-12-15,5.0,Delivered,1
SHIP1007684,ORD1008599,Ahmedabad,Jaipur,Standard,2023-10-24,2023-10-28,2023-10-30,6.0,Delivered,1
SHIP1007685,ORD1008600,Mumbai,Indore,Economy/Surface,2025-12-05,2025-12-13,2025-12-13,8.0,Delivered,0
SHIP1007686,ORD1008601,Hyderabad,Hyderabad,Standard,2024-11-03,2024-11-07,2024-11-09,6.0,Delivered then Returned,1
SHIP1007687,ORD1008602,Kolkata,Kolkata,Economy/Surface,2024-09-01,2024-09-09,2024-09-11,10.0,Delivered,1
SHIP1007688,ORD1008603,Chennai,Chennai,Economy/Surface,2024-11-03,2024-11-11,2024-11-11,8.0,Delivered then Returned,0
SHIP1007689,ORD1008604,Delhi-NCR (Gurugram),Amritsar,Next-Day,2024-07-06,2024-07-08,2024-07-07,1.0,Delivered,0
SHIP1007690,ORD1008605,Delhi-NCR (Gurugram),Faridabad,Express,2024-09-14,2024-09-16,2024-09-15,1.0,Delivered,0
SHIP1007691,ORD1008606,Kolkata,Kolkata,Economy/Surface,2023-03-09,2023-03-17,2023-03-16,7.0,Delivered,0
SHIP1007692,ORD1008607,Mumbai,Pune,Standard,2025-09-05,2025-09-09,2025-09-10,5.0,Delivered then Returned,1
SHIP1007693,ORD1008608,Mumbai,Nagpur,Economy/Surface,2025-06-01,2025-06-09,2025-06-11,10.0,Delivered,1
SHIP1007694,ORD1008609,Ahmedabad,Vadodara,Express,2023-06-06,2023-06-08,2023-06-09,3.0,Delivered then Returned,1
SHIP1007695,ORD1008610,Mumbai,Nagpur,Standard,2025-12-16,2025-12-20,2025-12-22,6.0,Delivered,1
SHIP1007696,ORD1008611,Hyderabad,Vijayawada,Express,2025-11-25,2025-11-27,2025-11-27,2.0,Delivered,0
SHIP1007697,ORD1008612,Bengaluru,Bengaluru,Standard,2024-07-15,2024-07-19,2024-07-20,5.0,Delivered,1
SHIP1007698,ORD1008613,Delhi-NCR (Gurugram),Kanpur,Next-Day,2023-03-17,2023-03-19,2023-03-18,1.0,Delivered,0
SHIP1007699,ORD1008614,Delhi-NCR (Gurugram),Noida,Express,2024-11-28,2024-11-30,2024-11-29,1.0,Delivered,0
SHIP1007700,ORD1008615,Chennai,Thiruvananthapuram,Standard,2025-12-07,2025-12-11,2025-12-10,3.0,Delivered,0
SHIP1007701,ORD1008617,Mumbai,Pune,Express,2023-09-23,2023-09-25,2023-09-24,1.0,Delivered,0
SHIP1007702,ORD1008618,Delhi-NCR (Gurugram),New Delhi,Express,2024-07-20,2024-07-22,2024-07-23,3.0,Delivered,1
SHIP1007703,ORD1008619,Kolkata,Kolkata,Standard,2025-10-19,2025-10-23,2025-10-24,5.0,Delivered,1
SHIP1007704,ORD1008620,Hyderabad,Hyderabad,Next-Day,2025-11-23,2025-11-25,2025-11-24,1.0,Delivered,0
SHIP1007705,ORD1008622,Hyderabad,Warangal,Next-Day,2023-06-07,2023-06-09,,,Cancelled in Transit,0
SHIP1007706,ORD1008623,Hyderabad,Warangal,Next-Day,2025-10-03,2025-10-05,2025-10-05,2.0,Delivered,0
SHIP1007707,ORD1008624,Ahmedabad,Vadodara,Express,2024-03-24,2024-03-26,2024-03-25,1.0,Delivered,0
SHIP1007708,ORD1008625,Kolkata,Howrah,Standard,2025-01-01,2025-01-05,2025-01-04,3.0,Delivered,0
SHIP1007709,ORD1008626,Delhi-NCR (Gurugram),New Delhi,Next-Day,2023-10-02,2023-10-04,2023-10-03,1.0,Delivered,0
SHIP1007710,ORD1008628,Hyderabad,Vijayawada,Next-Day,2024-03-18,2024-03-20,2024-03-19,1.0,Delivered,0
SHIP1007711,ORD1008629,Hyderabad,Visakhapatnam,Next-Day,2024-06-08,2024-06-10,2024-06-09,1.0,Delivered,0
SHIP1007712,ORD1008630,Kolkata,Howrah,Standard,2024-01-10,2024-01-14,2024-01-14,4.0,Delivered,0
SHIP1007713,ORD1008631,Delhi-NCR (Gurugram),Kanpur,Standard,2023-09-26,2023-09-30,2023-10-01,5.0,Delivered,1
SHIP1007714,ORD1008632,Hyderabad,Hyderabad,Standard,2024-12-07,2024-12-11,2024-12-12,5.0,Delivered,1
SHIP1007715,ORD1008633,Mumbai,Indore,Economy/Surface,2025-09-07,2025-09-15,2025-09-14,7.0,Delivered,0
SHIP1007716,ORD1008634,Delhi-NCR (Gurugram),Kanpur,Economy/Surface,2025-12-23,2025-12-31,2025-12-31,10.0,Delivered,0
SHIP1007717,ORD1008635,Mumbai,Indore,Economy/Surface,2025-05-30,2025-06-07,2025-06-04,5.0,Delivered,0
SHIP1007718,ORD1008636,Hyderabad,Vijayawada,Economy/Surface,2023-08-29,2023-09-06,2023-09-05,7.0,Delivered,0
SHIP1007719,ORD1008637,Mumbai,Pune,Express,2025-11-04,2025-11-06,2025-11-06,2.0,Delivered,0
SHIP1007720,ORD1008638,Chennai,Kochi,Express,2023-05-24,2023-05-26,2023-05-29,5.0,Delivered,1
SHIP1007721,ORD1008639,Chennai,Coimbatore,Standard,2025-12-22,2025-12-26,2025-12-26,4.0,Delivered,0
SHIP1007722,ORD1008640,Mumbai,Pune,Next-Day,2025-12-12,2025-12-14,2025-12-14,2.0,Delivered,0
SHIP1007723,ORD1008642,Delhi-NCR (Gurugram),Lucknow,Express,2025-10-31,2025-11-02,2025-11-03,3.0,Delivered,1
SHIP1007724,ORD1008643,Chennai,Chennai,Standard,2024-04-18,2024-04-22,2024-04-22,4.0,Delivered,0
SHIP1007725,ORD1008644,Delhi-NCR (Gurugram),Gurugram,Next-Day,2024-11-30,2024-12-02,2024-12-01,1.0,Delivered,0
SHIP1007726,ORD1008645,Hyderabad,Visakhapatnam,Same-Day,2025-05-28,2025-05-28,2025-05-29,1.0,Delivered,1
SHIP1007727,ORD1008646,Hyderabad,Visakhapatnam,Standard,2023-07-28,2023-08-01,2023-08-02,5.0,Delivered,1
SHIP1007728,ORD1008647,Delhi-NCR (Gurugram),Gurugram,Next-Day,2024-09-16,2024-09-18,2024-09-18,2.0,Delivered then Returned,0
SHIP1007729,ORD1008648,Mumbai,Pune,Express,2024-10-30,2024-11-01,2024-10-31,1.0,Delivered,0
SHIP1007730,ORD1008649,Delhi-NCR (Gurugram),Kanpur,Express,2025-05-02,2025-05-04,2025-05-04,2.0,Delivered,0
SHIP1007731,ORD1008650,Hyderabad,Visakhapatnam,Next-Day,2025-07-17,2025-07-19,2025-07-19,2.0,Delivered,0
SHIP1007732,ORD1008651,Delhi-NCR (Gurugram),Lucknow,Economy/Surface,2024-02-04,2024-02-12,2024-02-11,7.0,Delivered,0
SHIP1007733,ORD1008652,Delhi-NCR (Gurugram),Noida,Standard,2024-11-04,2024-11-08,2024-11-10,6.0,Delivered,1
SHIP1007734,ORD1008653,Delhi-NCR (Gurugram),Kanpur,Next-Day,2024-06-27,2024-06-29,2024-06-29,2.0,Delivered,0
SHIP1007735,ORD1008654,Ahmedabad,Jodhpur,Standard,2023-09-29,2023-10-03,2023-10-09,10.0,Delivered then Returned,1
SHIP1007736,ORD1008655,Hyderabad,Vijayawada,Standard,2025-08-07,2025-08-11,2025-08-11,4.0,Delivered then Returned,0
SHIP1007737,ORD1008657,Delhi-NCR (Gurugram),Noida,Standard,2025-05-29,2025-06-02,2025-06-03,5.0,Delivered,1
SHIP1007738,ORD1008658,Delhi-NCR (Gurugram),Lucknow,Standard,2024-05-02,2024-05-06,2024-05-05,3.0,Delivered,0
SHIP1007739,ORD1008659,Mumbai,Nagpur,Next-Day,2025-11-13,2025-11-15,2025-11-15,2.0,Delivered then Returned,0
SHIP1007740,ORD1008660,Chennai,Chennai,Economy/Surface,2025-09-11,2025-09-19,2025-09-21,10.0,Delivered,1
SHIP1007741,ORD1008661,Bengaluru,Mysuru,Standard,2024-10-12,2024-10-16,2024-10-16,4.0,Delivered,0
SHIP1007742,ORD1008662,Mumbai,Nagpur,Express,2025-05-12,2025-05-14,2025-05-15,3.0,Delivered,1
SHIP1007743,ORD1008663,Delhi-NCR (Gurugram),Faridabad,Express,2023-06-30,2023-07-02,2023-07-03,3.0,Delivered,1
SHIP1007744,ORD1008664,Delhi-NCR (Gurugram),Kanpur,Express,2023-03-18,2023-03-20,2023-03-19,1.0,Delivered,0
SHIP1007745,ORD1008665,Chennai,Chennai,Standard,2023-08-13,2023-08-17,2023-08-19,6.0,Delivered,1
SHIP1007746,ORD1008666,Bengaluru,Mysuru,Express,2025-07-16,2025-07-18,2025-07-19,3.0,Delivered,1
SHIP1007747,ORD1008667,Delhi-NCR (Gurugram),Faridabad,Standard,2025-11-12,2025-11-16,2025-11-18,6.0,Delivered,1
SHIP1007748,ORD1008668,Bengaluru,Bengaluru,Express,2023-06-21,2023-06-23,2023-06-24,3.0,Delivered,1
SHIP1007749,ORD1008669,Kolkata,Kolkata,Same-Day,2025-09-06,2025-09-06,2025-09-07,1.0,Delivered,1
SHIP1007750,ORD1008670,Delhi-NCR (Gurugram),Ludhiana,Standard,2025-09-07,2025-09-11,2025-09-12,5.0,Delivered,1
SHIP1007751,ORD1008671,Mumbai,Bhopal,Standard,2025-10-26,2025-10-30,2025-11-01,6.0,Delivered,1
SHIP1007752,ORD1008672,Chennai,Thiruvananthapuram,Next-Day,2025-08-03,2025-08-05,2025-08-04,1.0,Delivered,0
SHIP1007753,ORD1008673,Kolkata,Howrah,Economy/Surface,2025-09-05,2025-09-13,2025-09-12,7.0,Delivered,0
SHIP1007754,ORD1008674,Ahmedabad,Vadodara,Next-Day,2025-07-15,2025-07-17,2025-07-16,1.0,Delivered,0
SHIP1007755,ORD1008675,Chennai,Thiruvananthapuram,Express,2025-10-21,2025-10-23,2025-10-22,1.0,Delivered,0
SHIP1007756,ORD1008676,Mumbai,Pune,Express,2024-05-07,2024-05-09,2024-05-09,2.0,Delivered,0
SHIP1007757,ORD1008678,Ahmedabad,Vadodara,Standard,2023-03-11,2023-03-15,2023-03-19,8.0,Delivered,1
SHIP1007758,ORD1008679,Mumbai,Pune,Standard,2025-05-05,2025-05-09,2025-05-15,10.0,Delivered,1
SHIP1007759,ORD1008680,Delhi-NCR (Gurugram),Amritsar,Standard,2025-09-24,2025-09-28,2025-09-28,4.0,Delivered,0
SHIP1007760,ORD1008681,Delhi-NCR (Gurugram),New Delhi,Express,2025-11-24,2025-11-26,2025-11-25,1.0,Delivered,0
SHIP1007761,ORD1008682,Delhi-NCR (Gurugram),Lucknow,Express,2025-12-13,2025-12-15,2025-12-16,3.0,Delivered,1
SHIP1007762,ORD1008683,Delhi-NCR (Gurugram),Kanpur,Economy/Surface,2024-08-03,2024-08-11,2024-08-10,7.0,Delivered,0
SHIP1007763,ORD1008684,Mumbai,Indore,Standard,2025-12-06,2025-12-10,,,Cancelled in Transit,0
SHIP1007764,ORD1008685,Hyderabad,Vijayawada,Express,2024-09-02,2024-09-04,2024-09-03,1.0,Delivered,0
SHIP1007765,ORD1008686,Ahmedabad,Surat,Standard,2025-10-20,2025-10-24,2025-10-25,5.0,Delivered,1
SHIP1007766,ORD1008687,Kolkata,Kolkata,Next-Day,2023-12-01,2023-12-03,2023-12-02,1.0,Delivered,0
SHIP1007767,ORD1008688,Hyderabad,Vijayawada,Express,2025-12-05,2025-12-07,2025-12-08,3.0,Delivered,1
SHIP1007768,ORD1008689,Chennai,Kochi,Express,2025-10-29,2025-10-31,2025-10-31,2.0,Delivered,0
SHIP1007769,ORD1008690,Ahmedabad,Jodhpur,Standard,2023-10-09,2023-10-13,2023-10-16,7.0,Delivered,1
SHIP1007770,ORD1008692,Chennai,Chennai,Express,2023-10-29,2023-10-31,2023-10-30,1.0,Delivered,0
